series_id,year,period,value
SMS19000000000000001,1996,M01,1377.6
SMS19000000000000001,1996,M02,1375.2
SMS19000000000000001,1996,M03,1380.0
SMS19000000000000001,1996,M04,1383.0
SMS19000000000000001,1996,M05,1380.2
SMS19000000000000001,1996,M06,1380.1
SMS19000000000000001,1996,M07,1383.1
SMS19000000000000001,1996,M08,1387.8
SMS19000000000000001,1996,M09,1384.3
SMS19000000000000001,1996,M10,1392.0
SMS19000000000000001,1996,M11,1393.7
SMS19000000000000001,1996,M12,1394.3
SMS19000000000000001,1997,M01,1394.8
SMS19000000000000001,1997,M02,1395.6
SMS19000000000000001,1997,M03,1397.0
SMS19000000000000001,1997,M04,1400.1
SMS19000000000000001,1997,M05,1405.3
SMS19000000000000001,1997,M06,1407.2
SMS19000000000000001,1997,M07,1410.2
SMS19000000000000001,1997,M08,1409.3
SMS19000000000000001,1997,M09,1412.4
SMS19000000000000001,1997,M10,1418.1
SMS19000000000000001,1997,M11,1419.9
SMS19000000000000001,1997,M12,1425.1
SMS19000000000000001,1998,M01,1428.9
SMS19000000000000001,1998,M02,1433.0
SMS19000000000000001,1998,M03,1431.9
SMS19000000000000001,1998,M04,1437.0
SMS19000000000000001,1998,M05,1443.3
SMS19000000000000001,1998,M06,1446.4
SMS19000000000000001,1998,M07,1446.6
SMS19000000000000001,1998,M08,1448.0
SMS19000000000000001,1998,M09,1449.9
SMS19000000000000001,1998,M10,1453.2
SMS19000000000000001,1998,M11,1455.4
SMS19000000000000001,1998,M12,1459.9
SMS19000000000000001,1999,M01,1457.3
SMS19000000000000001,1999,M02,1463.0
SMS19000000000000001,1999,M03,1464.7
SMS19000000000000001,1999,M04,1472.6
SMS19000000000000001,1999,M05,1472.5
SMS19000000000000001,1999,M06,1474.8
SMS19000000000000001,1999,M07,1474.6
SMS19000000000000001,1999,M08,1472.2
SMS19000000000000001,1999,M09,1471.7
SMS19000000000000001,1999,M10,1473.7
SMS19000000000000001,1999,M11,1476.0
SMS19000000000000001,1999,M12,1478.2
SMS19000000000000001,2000,M01,1477.3
SMS19000000000000001,2000,M02,1479.9
SMS19000000000000001,2000,M03,1485.7
SMS19000000000000001,2000,M04,1478.5
SMS19000000000000001,2000,M05,1479.2
SMS19000000000000001,2000,M06,1476.8
SMS19000000000000001,2000,M07,1484.3
SMS19000000000000001,2000,M08,1484.2
SMS19000000000000001,2000,M09,1482.6
SMS19000000000000001,2000,M10,1483.5
SMS19000000000000001,2000,M11,1483.0
SMS19000000000000001,2000,M12,1478.1
SMS19000000000000001,2001,M01,1478.6
SMS19000000000000001,2001,M02,1475.8
SMS19000000000000001,2001,M03,1473.7
SMS19000000000000001,2001,M04,1473.3
SMS19000000000000001,2001,M05,1473.2
SMS19000000000000001,2001,M06,1470.3
