series_id,year,period,value
SMS27000006500000001,1996,M01,284.4
SMS27000006500000001,1996,M02,284.6
SMS27000006500000001,1996,M03,285.9
SMS27000006500000001,1996,M04,285.3
SMS27000006500000001,1996,M05,285.2
SMS27000006500000001,1996,M06,285.5
SMS27000006500000001,1996,M07,285.9
SMS27000006500000001,1996,M08,286.2
SMS27000006500000001,1996,M09,286.9
SMS27000006500000001,1996,M10,286.5
SMS27000006500000001,1996,M11,286.3
SMS27000006500000001,1996,M12,288.1
SMS27000006500000001,1997,M01,293.1
SMS27000006500000001,1997,M02,292.8
SMS27000006500000001,1997,M03,293.4
SMS27000006500000001,1997,M04,292.6
SMS27000006500000001,1997,M05,293.0
SMS27000006500000001,1997,M06,293.6
SMS27000006500000001,1997,M07,293.6
SMS27000006500000001,1997,M08,294.0
SMS27000006500000001,1997,M09,294.9
SMS27000006500000001,1997,M10,295.8
SMS27000006500000001,1997,M11,295.9
SMS27000006500000001,1997,M12,295.5
SMS27000006500000001,1998,M01,295.9
SMS27000006500000001,1998,M02,297.2
SMS27000006500000001,1998,M03,298.3
SMS27000006500000001,1998,M04,298.7
SMS27000006500000001,1998,M05,300.9
SMS27000006500000001,1998,M06,301.4
SMS27000006500000001,1998,M07,300.3
SMS27000006500000001,1998,M08,302.5
SMS27000006500000001,1998,M09,302.5
SMS27000006500000001,1998,M10,302.4
SMS27000006500000001,1998,M11,303.5
SMS27000006500000001,1998,M12,304.6
SMS27000006500000001,1999,M01,305.2
SMS27000006500000001,1999,M02,304.8
SMS27000006500000001,1999,M03,305.5
SMS27000006500000001,1999,M04,308.4
SMS27000006500000001,1999,M05,309.0
SMS27000006500000001,1999,M06,312.6
SMS27000006500000001,1999,M07,316.6
SMS27000006500000001,1999,M08,314.9
SMS27000006500000001,1999,M09,314.4
SMS27000006500000001,1999,M10,316.9
SMS27000006500000001,1999,M11,317.9
SMS27000006500000001,1999,M12,318.7
SMS27000006500000001,2000,M01,319.2
SMS27000006500000001,2000,M02,320.0
SMS27000006500000001,2000,M03,321.0
SMS27000006500000001,2000,M04,322.0
SMS27000006500000001,2000,M05,322.0
SMS27000006500000001,2000,M06,323.5
SMS27000006500000001,2000,M07,324.8
SMS27000006500000001,2000,M08,324.9
SMS27000006500000001,2000,M09,327.5
SMS27000006500000001,2000,M10,328.6
SMS27000006500000001,2000,M11,329.6
SMS27000006500000001,2000,M12,331.5
SMS27000006500000001,2001,M01,330.7
SMS27000006500000001,2001,M02,330.9
SMS27000006500000001,2001,M03,333.1
SMS27000006500000001,2001,M04,334.6
SMS27000006500000001,2001,M05,336.4
SMS27000006500000001,2001,M06,337.4
SMS27000006500000001,2001,M07,338.3
SMS27000006500000001,2001,M08,339.9
SMS27000006500000001,2001,M09,342.0
SMS27000006500000001,2001,M10,344.8
SMS27000006500000001,2001,M11,346.2
SMS27000006500000001,2001,M12,347.0
SMS27000006500000001,2002,M01,348.8
SMS27000006500000001,2002,M02,351.1
