series_id,year,period,value
SMS18000007000000001,1996,M01,238.5
SMS18000007000000001,1996,M02,240.5
SMS18000007000000001,1996,M03,240.6
SMS18000007000000001,1996,M04,242.1
SMS18000007000000001,1996,M05,243.3
SMS18000007000000001,1996,M06,245.4
SMS18000007000000001,1996,M07,246.2
SMS18000007000000001,1996,M08,247.9
SMS18000007000000001,1996,M09,246.0
SMS18000007000000001,1996,M10,248.6
SMS18000007000000001,1996,M11,250.6
SMS18000007000000001,1996,M12,250.7
SMS18000007000000001,1997,M01,248.2
SMS18000007000000001,1997,M02,250.0
SMS18000007000000001,1997,M03,250.3
SMS18000007000000001,1997,M04,249.1
SMS18000007000000001,1997,M05,248.6
SMS18000007000000001,1997,M06,249.2
SMS18000007000000001,1997,M07,251.2
SMS18000007000000001,1997,M08,251.1
SMS18000007000000001,1997,M09,252.5
SMS18000007000000001,1997,M10,251.6
SMS18000007000000001,1997,M11,251.2
SMS18000007000000001,1997,M12,251.0
SMS18000007000000001,1998,M01,252.3
SMS18000007000000001,1998,M02,253.7
SMS18000007000000001,1998,M03,253.7
SMS18000007000000001,1998,M04,253.9
SMS18000007000000001,1998,M05,255.6
SMS18000007000000001,1998,M06,255.0
SMS18000007000000001,1998,M07,253.2
SMS18000007000000001,1998,M08,254.9
SMS18000007000000001,1998,M09,254.1
SMS18000007000000001,1998,M10,258.5
SMS18000007000000001,1998,M11,260.0
SMS18000007000000001,1998,M12,261.5
SMS18000007000000001,1999,M01,256.2
SMS18000007000000001,1999,M02,259.2
SMS18000007000000001,1999,M03,259.9
SMS18000007000000001,1999,M04,261.8
SMS18000007000000001,1999,M05,263.2
SMS18000007000000001,1999,M06,264.1
SMS18000007000000001,1999,M07,263.6
SMS18000007000000001,1999,M08,263.7
SMS18000007000000001,1999,M09,263.1
SMS18000007000000001,1999,M10,264.5
SMS18000007000000001,1999,M11,265.4
SMS18000007000000001,1999,M12,266.8
SMS18000007000000001,2000,M01,266.4
SMS18000007000000001,2000,M02,266.2
SMS18000007000000001,2000,M03,267.2
SMS18000007000000001,2000,M04,267.5
