series_id,year,period,value
SMS26000003000000001,1996,M01,863.2
SMS26000003000000001,1996,M02,860.4
SMS26000003000000001,1996,M03,847.2
SMS26000003000000001,1996,M04,857.9
SMS26000003000000001,1996,M05,855.5
SMS26000003000000001,1996,M06,857.9
SMS26000003000000001,1996,M07,858.0
SMS26000003000000001,1996,M08,858.8
SMS26000003000000001,1996,M09,858.5
SMS26000003000000001,1996,M10,856.0
SMS26000003000000001,1996,M11,858.1
SMS26000003000000001,1996,M12,855.1
SMS26000003000000001,1997,M01,855.3
SMS26000003000000001,1997,M02,857.8
SMS26000003000000001,1997,M03,860.2
SMS26000003000000001,1997,M04,857.6
SMS26000003000000001,1997,M05,858.6
SMS26000003000000001,1997,M06,860.2
SMS26000003000000001,1997,M07,863.7
SMS26000003000000001,1997,M08,866.9
SMS26000003000000001,1997,M09,867.8
SMS26000003000000001,1997,M10,872.7
SMS26000003000000001,1997,M11,875.1
SMS26000003000000001,1997,M12,875.9
SMS26000003000000001,1998,M01,886.9
SMS26000003000000001,1998,M02,888.5
SMS26000003000000001,1998,M03,886.3
SMS26000003000000001,1998,M04,890.5
SMS26000003000000001,1998,M05,890.2
SMS26000003000000001,1998,M06,882.4
SMS26000003000000001,1998,M07,818.9
SMS26000003000000001,1998,M08,880.5
SMS26000003000000001,1998,M09,882.8
SMS26000003000000001,1998,M10,884.4
SMS26000003000000001,1998,M11,885.6
SMS26000003000000001,1998,M12,884.9
SMS26000003000000001,1999,M01,885.0
SMS26000003000000001,1999,M02,884.5
SMS26000003000000001,1999,M03,888.3
SMS26000003000000001,1999,M04,885.5
SMS26000003000000001,1999,M05,886.9
SMS26000003000000001,1999,M06,887.6
SMS26000003000000001,1999,M07,898.5
SMS26000003000000001,1999,M08,894.8
SMS26000003000000001,1999,M09,894.9
SMS26000003000000001,1999,M10,884.3
SMS26000003000000001,1999,M11,884.1
SMS26000003000000001,1999,M12,881.9
SMS26000003000000001,2000,M01,888.1
SMS26000003000000001,2000,M02,889.5
SMS26000003000000001,2000,M03,885.1
SMS26000003000000001,2000,M04,894.6
