series_id,year,period,value
LASST460000000000006,1996,M01,387762
LASST460000000000006,1996,M02,388453
LASST460000000000006,1996,M03,389281
LASST460000000000006,1996,M04,390141
LASST460000000000006,1996,M05,390919
LASST460000000000006,1996,M06,391551
LASST460000000000006,1996,M07,392034
LASST460000000000006,1996,M08,392435
LASST460000000000006,1996,M09,392756
LASST460000000000006,1996,M10,392934
LASST460000000000006,1996,M11,393031
LASST460000000000006,1996,M12,393136
LASST460000000000006,1997,M01,393284
LASST460000000000006,1997,M02,393458
LASST460000000000006,1997,M03,393701
LASST460000000000006,1997,M04,394064
LASST460000000000006,1997,M05,394485
LASST460000000000006,1997,M06,394897
LASST460000000000006,1997,M07,395266
LASST460000000000006,1997,M08,395581
LASST460000000000006,1997,M09,395863
LASST460000000000006,1997,M10,396153
LASST460000000000006,1997,M11,396417
LASST460000000000006,1997,M12,396640
LASST460000000000006,1998,M01,396839
LASST460000000000006,1998,M02,397043
LASST460000000000006,1998,M03,397243
LASST460000000000006,1998,M04,397466
LASST460000000000006,1998,M05,397786
LASST460000000000006,1998,M06,398239
LASST460000000000006,1998,M07,398803
LASST460000000000006,1998,M08,399447
LASST460000000000006,1998,M09,400122
LASST460000000000006,1998,M10,400762
LASST460000000000006,1998,M11,401253
LASST460000000000006,1998,M12,401535
LASST460000000000006,1999,M01,401637
LASST460000000000006,1999,M02,401665
LASST460000000000006,1999,M03,401739
LASST460000000000006,1999,M04,401947
LASST460000000000006,1999,M05,402294
LASST460000000000006,1999,M06,402760
LASST460000000000006,1999,M07,403251
LASST460000000000006,1999,M08,403692
LASST460000000000006,1999,M09,404064
LASST460000000000006,1999,M10,404362
LASST460000000000006,1999,M11,404637
LASST460000000000006,1999,M12,404944
LASST460000000000006,2000,M01,405300
LASST460000000000006,2000,M02,405671
LASST460000000000006,2000,M03,406010
LASST460000000000006,2000,M04,406263
LASST460000000000006,2000,M05,406417
LASST460000000000006,2000,M06,406520
LASST460000000000006,2000,M07,406682
LASST460000000000006,2000,M08,407017
LASST460000000000006,2000,M09,407561
LASST460000000000006,2000,M10,408349
LASST460000000000006,2000,M11,409338
LASST460000000000006,2000,M12,410341
LASST460000000000006,2001,M01,411158
LASST460000000000006,2001,M02,411712
LASST460000000000006,2001,M03,412006
LASST460000000000006,2001,M04,412070
LASST460000000000006,2001,M05,412060
LASST460000000000006,2001,M06,412066
LASST460000000000006,2001,M07,412192
LASST460000000000006,2001,M08,412446
LASST460000000000006,2001,M09,412781
LASST460000000000006,2001,M10,413181
LASST460000000000006,2001,M11,413649
LASST460000000000006,2001,M12,414203
LASST460000000000006,2002,M01,414788
LASST460000000000006,2002,M02,415275
LASST460000000000006,2002,M03,415601
LASST460000000000006,2002,M04,415833
LASST460000000000006,2002,M05,416039
LASST460000000000006,2002,M06,416274
LASST460000000000006,2002,M07,416512
LASST460000000000006,2002,M08,416752
LASST460000000000006,2002,M09,417052
LASST460000000000006,2002,M10,417335
LASST460000000000006,2002,M11,417605
LASST460000000000006,2002,M12,417910
LASST460000000000006,2003,M01,418361
LASST460000000000006,2003,M02,419016
LASST460000000000006,2003,M03,419777
LASST460000000000006,2003,M04,420453
LASST460000000000006,2003,M05,420887
LASST460000000000006,2003,M06,421114
LASST460000000000006,2003,M07,421267
LASST460000000000006,2003,M08,421455
LASST460000000000006,2003,M09,421726
LASST460000000000006,2003,M10,422136
LASST460000000000006,2003,M11,422617
LASST460000000000006,2003,M12,423048
LASST460000000000006,2004,M01,423345
LASST460000000000006,2004,M02,423496
LASST460000000000006,2004,M03,423634
LASST460000000000006,2004,M04,423867
LASST460000000000006,2004,M05,424215
LASST460000000000006,2004,M06,424625
LASST460000000000006,2004,M07,424978
LASST460000000000006,2004,M08,425215
LASST460000000000006,2004,M09,425357
LASST460000000000006,2004,M10,425486
LASST460000000000006,2004,M11,425651
LASST460000000000006,2004,M12,425925
LASST460000000000006,2005,M01,426294
LASST460000000000006,2005,M02,426692
LASST460000000000006,2005,M03,427049
LASST460000000000006,2005,M04,427341
LASST460000000000006,2005,M05,427601
LASST460000000000006,2005,M06,427827
LASST460000000000006,2005,M07,428054
LASST460000000000006,2005,M08,428264
LASST460000000000006,2005,M09,428374
LASST460000000000006,2005,M10,428354
LASST460000000000006,2005,M11,428245
LASST460000000000006,2005,M12,428091
LASST460000000000006,2006,M01,427952
LASST460000000000006,2006,M02,427921
LASST460000000000006,2006,M03,428092
LASST460000000000006,2006,M04,428491
LASST460000000000006,2006,M05,429115
LASST460000000000006,2006,M06,429910
LASST460000000000006,2006,M07,430802
LASST460000000000006,2006,M08,431692
LASST460000000000006,2006,M09,432501
LASST460000000000006,2006,M10,433155
LASST460000000000006,2006,M11,433594
LASST460000000000006,2006,M12,433763
LASST460000000000006,2007,M01,433683
LASST460000000000006,2007,M02,433455
LASST460000000000006,2007,M03,433133
LASST460000000000006,2007,M04,432836
LASST460000000000006,2007,M05,432674
LASST460000000000006,2007,M06,432679
LASST460000000000006,2007,M07,432850
LASST460000000000006,2007,M08,433153
LASST460000000000006,2007,M09,433487
LASST460000000000006,2007,M10,433684
LASST460000000000006,2007,M11,433671
LASST460000000000006,2007,M12,433507
LASST460000000000006,2008,M01,433304
LASST460000000000006,2008,M02,433194
LASST460000000000006,2008,M03,433293
LASST460000000000006,2008,M04,433590
LASST460000000000006,2008,M05,434007
LASST460000000000006,2008,M06,434512
LASST460000000000006,2008,M07,435047
LASST460000000000006,2008,M08,435554
LASST460000000000006,2008,M09,436013
LASST460000000000006,2008,M10,436474
LASST460000000000006,2008,M11,437026
LASST460000000000006,2008,M12,437702
LASST460000000000006,2009,M01,438481
LASST460000000000006,2009,M02,439315
LASST460000000000006,2009,M03,440165
LASST460000000000006,2009,M04,440918
LASST460000000000006,2009,M05,441362
LASST460000000000006,2009,M06,441360
LASST460000000000006,2009,M07,440895
LASST460000000000006,2009,M08,440159
LASST460000000000006,2009,M09,439456
LASST460000000000006,2009,M10,438989
LASST460000000000006,2009,M11,438870
LASST460000000000006,2009,M12,439146
LASST460000000000006,2010,M01,439737
LASST460000000000006,2010,M02,440361
LASST460000000000006,2010,M03,440810
LASST460000000000006,2010,M04,441078
LASST460000000000006,2010,M05,441240
LASST460000000000006,2010,M06,441311
LASST460000000000006,2010,M07,441343
LASST460000000000006,2010,M08,441402
LASST460000000000006,2010,M09,441498
LASST460000000000006,2010,M10,441732
LASST460000000000006,2010,M11,442090
LASST460000000000006,2010,M12,442462
LASST460000000000006,2011,M01,442759
LASST460000000000006,2011,M02,442895
LASST460000000000006,2011,M03,442809
LASST460000000000006,2011,M04,442500
LASST460000000000006,2011,M05,442128
LASST460000000000006,2011,M06,441908
LASST460000000000006,2011,M07,441986
LASST460000000000006,2011,M08,442329
LASST460000000000006,2011,M09,442793
LASST460000000000006,2011,M10,443192
LASST460000000000006,2011,M11,443337
LASST460000000000006,2011,M12,443175
LASST460000000000006,2012,M01,442803
LASST460000000000006,2012,M02,442429
LASST460000000000006,2012,M03,442172
LASST460000000000006,2012,M04,442069
LASST460000000000006,2012,M05,442211
LASST460000000000006,2012,M06,442603
LASST460000000000006,2012,M07,443120
LASST460000000000006,2012,M08,443624
LASST460000000000006,2012,M09,444026
LASST460000000000006,2012,M10,444174
LASST460000000000006,2012,M11,444116
LASST460000000000006,2012,M12,443979
LASST460000000000006,2013,M01,443824
LASST460000000000006,2013,M02,443758
LASST460000000000006,2013,M03,443883
LASST460000000000006,2013,M04,444236
LASST460000000000006,2013,M05,444610
LASST460000000000006,2013,M06,444807
LASST460000000000006,2013,M07,444762
LASST460000000000006,2013,M08,444514
LASST460000000000006,2013,M09,444199
LASST460000000000006,2013,M10,444056
LASST460000000000006,2013,M11,444230
LASST460000000000006,2013,M12,444665
LASST460000000000006,2014,M01,445274
LASST460000000000006,2014,M02,445893
LASST460000000000006,2014,M03,446373
LASST460000000000006,2014,M04,446622
LASST460000000000006,2014,M05,446718
LASST460000000000006,2014,M06,446880
LASST460000000000006,2014,M07,447213
LASST460000000000006,2014,M08,447750
LASST460000000000006,2014,M09,448401
LASST460000000000006,2014,M10,448997
LASST460000000000006,2014,M11,449356
LASST460000000000006,2014,M12,449498
LASST460000000000006,2015,M01,449519
LASST460000000000006,2015,M02,449491
LASST460000000000006,2015,M03,449521
LASST460000000000006,2015,M04,449658
LASST460000000000006,2015,M05,449843
LASST460000000000006,2015,M06,449968
LASST460000000000006,2015,M07,450029
LASST460000000000006,2015,M08,450086
LASST460000000000006,2015,M09,450221
LASST460000000000006,2015,M10,450545
LASST460000000000006,2015,M11,451039
LASST460000000000006,2015,M12,451549
LASST460000000000006,2016,M01,451982
LASST460000000000006,2016,M02,452332
LASST460000000000006,2016,M03,452580
LASST460000000000006,2016,M04,452748
LASST460000000000006,2016,M05,452898
LASST460000000000006,2016,M06,453038
LASST460000000000006,2016,M07,453169
LASST460000000000006,2016,M08,453279
LASST460000000000006,2016,M09,453352
LASST460000000000006,2016,M10,453370
LASST460000000000006,2016,M11,453396
LASST460000000000006,2016,M12,453528
LASST460000000000006,2017,M01,453764
LASST460000000000006,2017,M02,454090
LASST460000000000006,2017,M03,454505
LASST460000000000006,2017,M04,455044
LASST460000000000006,2017,M05,455672
LASST460000000000006,2017,M06,456278
LASST460000000000006,2017,M07,456751
LASST460000000000006,2017,M08,456969
LASST460000000000006,2017,M09,456923
LASST460000000000006,2017,M10,456694
LASST460000000000006,2017,M11,456452
LASST460000000000006,2017,M12,456396
LASST460000000000006,2018,M01,456643
LASST460000000000006,2018,M02,457231
LASST460000000000006,2018,M03,457969
LASST460000000000006,2018,M04,458546
LASST460000000000006,2018,M05,458806
LASST460000000000006,2018,M06,458793
LASST460000000000006,2018,M07,458603
LASST460000000000006,2018,M08,458463
LASST460000000000006,2018,M09,458560
LASST460000000000006,2018,M10,458985
LASST460000000000006,2018,M11,459657
LASST460000000000006,2018,M12,460408
LASST460000000000006,2019,M01,461110
LASST460000000000006,2019,M02,461712
LASST460000000000006,2019,M03,462249
LASST460000000000006,2019,M04,462807
LASST460000000000006,2019,M05,463378
LASST460000000000006,2019,M06,463987
LASST460000000000006,2019,M07,464652
LASST460000000000006,2019,M08,465308
LASST460000000000006,2019,M09,465921
LASST460000000000006,2019,M10,466380
LASST460000000000006,2019,M11,466622
LASST460000000000006,2019,M12,466473
LASST460000000000006,2020,M01,465790
LASST460000000000006,2020,M02,464574
LASST460000000000006,2020,M03,463143
LASST460000000000006,2020,M04,463618
LASST460000000000006,2020,M05,464185
LASST460000000000006,2020,M06,462236
LASST460000000000006,2020,M07,463621
LASST460000000000006,2020,M08,463942
LASST460000000000006,2020,M09,465564
LASST460000000000006,2020,M10,465928
LASST460000000000006,2020,M11,466415
LASST460000000000006,2020,M12,466744
LASST460000000000006,2021,M01,466000
