series_id,year,period,value
LASST260000000000006,1996,M01,4835441
LASST260000000000006,1996,M02,4844330
LASST260000000000006,1996,M03,4856344
LASST260000000000006,1996,M04,4869749
LASST260000000000006,1996,M05,4883024
LASST260000000000006,1996,M06,4895281
LASST260000000000006,1996,M07,4906149
LASST260000000000006,1996,M08,4915246
LASST260000000000006,1996,M09,4921767
LASST260000000000006,1996,M10,4925558
LASST260000000000006,1996,M11,4927714
LASST260000000000006,1996,M12,4929278
LASST260000000000006,1997,M01,4930659
LASST260000000000006,1997,M02,4932264
LASST260000000000006,1997,M03,4935055
LASST260000000000006,1997,M04,4940695
LASST260000000000006,1997,M05,4948394
LASST260000000000006,1997,M06,4957044
LASST260000000000006,1997,M07,4966009
LASST260000000000006,1997,M08,4975226
LASST260000000000006,1997,M09,4984667
LASST260000000000006,1997,M10,4994021
LASST260000000000006,1997,M11,5001989
LASST260000000000006,1997,M12,5007918
LASST260000000000006,1998,M01,5012018
LASST260000000000006,1998,M02,5013275
LASST260000000000006,1998,M03,5010756
LASST260000000000006,1998,M04,5005795
LASST260000000000006,1998,M05,5001393
LASST260000000000006,1998,M06,5000290
LASST260000000000006,1998,M07,4989085
LASST260000000000006,1998,M08,5013342
LASST260000000000006,1998,M09,5026221
LASST260000000000006,1998,M10,5040302
LASST260000000000006,1998,M11,5052841
LASST260000000000006,1998,M12,5062248
LASST260000000000006,1999,M01,5068191
LASST260000000000006,1999,M02,5072921
LASST260000000000006,1999,M03,5078722
LASST260000000000006,1999,M04,5085534
LASST260000000000006,1999,M05,5093215
LASST260000000000006,1999,M06,5101876
LASST260000000000006,1999,M07,5111087
LASST260000000000006,1999,M08,5120376
LASST260000000000006,1999,M09,5129392
LASST260000000000006,1999,M10,5137316
LASST260000000000006,1999,M11,5144821
LASST260000000000006,1999,M12,5151792
LASST260000000000006,2000,M01,5157602
LASST260000000000006,2000,M02,5162135
LASST260000000000006,2000,M03,5165790
LASST260000000000006,2000,M04,5168451
LASST260000000000006,2000,M05,5169149
LASST260000000000006,2000,M06,5166814
LASST260000000000006,2000,M07,5161538
LASST260000000000006,2000,M08,5155400
LASST260000000000006,2000,M09,5151116
LASST260000000000006,2000,M10,5151119
LASST260000000000006,2000,M11,5155752
LASST260000000000006,2000,M12,5163659
LASST260000000000006,2001,M01,5171945
LASST260000000000006,2001,M02,5176440
LASST260000000000006,2001,M03,5174447
LASST260000000000006,2001,M04,5166173
LASST260000000000006,2001,M05,5153926
LASST260000000000006,2001,M06,5140193
LASST260000000000006,2001,M07,5127506
LASST260000000000006,2001,M08,5116246
LASST260000000000006,2001,M09,5105323
LASST260000000000006,2001,M10,5093614
LASST260000000000006,2001,M11,5080371
LASST260000000000006,2001,M12,5066286
LASST260000000000006,2002,M01,5052725
LASST260000000000006,2002,M02,5041165
LASST260000000000006,2002,M03,5032213
LASST260000000000006,2002,M04,5026227
LASST260000000000006,2002,M05,5022909
LASST260000000000006,2002,M06,5020958
LASST260000000000006,2002,M07,5018236
LASST260000000000006,2002,M08,5014193
LASST260000000000006,2002,M09,5010194
