series_id,year,period,value
LASST170000000000005,1996,M01,5863322
LASST170000000000005,1996,M02,5869704
LASST170000000000005,1996,M03,5879289
LASST170000000000005,1996,M04,5890812
LASST170000000000005,1996,M05,5901700
LASST170000000000005,1996,M06,5910326
LASST170000000000005,1996,M07,5917500
LASST170000000000005,1996,M08,5924275
LASST170000000000005,1996,M09,5929816
LASST170000000000005,1996,M10,5933193
LASST170000000000005,1996,M11,5934880
LASST170000000000005,1996,M12,5936786
LASST170000000000005,1997,M01,5940840
LASST170000000000005,1997,M02,5947530
LASST170000000000005,1997,M03,5957293
LASST170000000000005,1997,M04,5969786
LASST170000000000005,1997,M05,5982419
LASST170000000000005,1997,M06,5993175
LASST170000000000005,1997,M07,6001717
LASST170000000000005,1997,M08,6007988
LASST170000000000005,1997,M09,6012641
LASST170000000000005,1997,M10,6016363
LASST170000000000005,1997,M11,6019005
LASST170000000000005,1997,M12,6020735
LASST170000000000005,1998,M01,6021070
LASST170000000000005,1998,M02,6020916
LASST170000000000005,1998,M03,6021293
LASST170000000000005,1998,M04,6023478
LASST170000000000005,1998,M05,6029012
LASST170000000000005,1998,M06,6037021
LASST170000000000005,1998,M07,6045831
LASST170000000000005,1998,M08,6055976
LASST170000000000005,1998,M09,6067562
LASST170000000000005,1998,M10,6080391
LASST170000000000005,1998,M11,6093749
LASST170000000000005,1998,M12,6106484
LASST170000000000005,1999,M01,6118073
LASST170000000000005,1999,M02,6128181
LASST170000000000005,1999,M03,6136719
LASST170000000000005,1999,M04,6144456
LASST170000000000005,1999,M05,6151593
LASST170000000000005,1999,M06,6159270
LASST170000000000005,1999,M07,6167893
LASST170000000000005,1999,M08,6177492
LASST170000000000005,1999,M09,6188642
LASST170000000000005,1999,M10,6200282
LASST170000000000005,1999,M11,6211787
LASST170000000000005,1999,M12,6222292
LASST170000000000005,2000,M01,6230029
LASST170000000000005,2000,M02,6232842
LASST170000000000005,2000,M03,6229841
LASST170000000000005,2000,M04,6222045
LASST170000000000005,2000,M05,6212129
LASST170000000000005,2000,M06,6202124
LASST170000000000005,2000,M07,6192899
LASST170000000000005,2000,M08,6184674
LASST170000000000005,2000,M09,6177019
LASST170000000000005,2000,M10,6170288
LASST170000000000005,2000,M11,6163734
LASST170000000000005,2000,M12,6156594
LASST170000000000005,2001,M01,6149528
LASST170000000000005,2001,M02,6143757
LASST170000000000005,2001,M03,6138799
LASST170000000000005,2001,M04,6132581
LASST170000000000005,2001,M05,6124603
LASST170000000000005,2001,M06,6114396
LASST170000000000005,2001,M07,6102696
LASST170000000000005,2001,M08,6088602
LASST170000000000005,2001,M09,6072352
LASST170000000000005,2001,M10,6055451
LASST170000000000005,2001,M11,6038336
LASST170000000000005,2001,M12,6021371
LASST170000000000005,2002,M01,6004299
LASST170000000000005,2002,M02,5986050
LASST170000000000005,2002,M03,5966808
LASST170000000000005,2002,M04,5948748
LASST170000000000005,2002,M05,5932726
LASST170000000000005,2002,M06,5919606
LASST170000000000005,2002,M07,5909149
LASST170000000000005,2002,M08,5901203
LASST170000000000005,2002,M09,5894551
LASST170000000000005,2002,M10,5887304
LASST170000000000005,2002,M11,5880458
LASST170000000000005,2002,M12,5874784
LASST170000000000005,2003,M01,5871432
LASST170000000000005,2003,M02,5872062
LASST170000000000005,2003,M03,5876002
LASST170000000000005,2003,M04,5879896
LASST170000000000005,2003,M05,5881180
LASST170000000000005,2003,M06,5880253
LASST170000000000005,2003,M07,5878575
LASST170000000000005,2003,M08,5877789
LASST170000000000005,2003,M09,5879907
LASST170000000000005,2003,M10,5885694
LASST170000000000005,2003,M11,5894019
LASST170000000000005,2003,M12,5903406
LASST170000000000005,2004,M01,5911934
LASST170000000000005,2004,M02,5918384
LASST170000000000005,2004,M03,5923485
LASST170000000000005,2004,M04,5928746
LASST170000000000005,2004,M05,5935093
LASST170000000000005,2004,M06,5942128
LASST170000000000005,2004,M07,5949158
LASST170000000000005,2004,M08,5956290
LASST170000000000005,2004,M09,5963131
LASST170000000000005,2004,M10,5969157
LASST170000000000005,2004,M11,5974510
LASST170000000000005,2004,M12,5980003
LASST170000000000005,2005,M01,5986076
LASST170000000000005,2005,M02,5992109
LASST170000000000005,2005,M03,5998477
LASST170000000000005,2005,M04,6005964
LASST170000000000005,2005,M05,6014888
LASST170000000000005,2005,M06,6025042
LASST170000000000005,2005,M07,6035151
LASST170000000000005,2005,M08,6043936
LASST170000000000005,2005,M09,6051882
LASST170000000000005,2005,M10,6060775
LASST170000000000005,2005,M11,6071313
LASST170000000000005,2005,M12,6083640
LASST170000000000005,2006,M01,6098476
LASST170000000000005,2006,M02,6115876
LASST170000000000005,2006,M03,6134772
LASST170000000000005,2006,M04,6153771
LASST170000000000005,2006,M05,6172914
