series_id,year,period,value
LASST180000000000005,1996,M01,2964380
LASST180000000000005,1996,M02,2963765
LASST180000000000005,1996,M03,2965851
LASST180000000000005,1996,M04,2969325
LASST180000000000005,1996,M05,2972893
LASST180000000000005,1996,M06,2976070
LASST180000000000005,1996,M07,2978903
LASST180000000000005,1996,M08,2981598
LASST180000000000005,1996,M09,2983969
LASST180000000000005,1996,M10,2985555
LASST180000000000005,1996,M11,2986736
LASST180000000000005,1996,M12,2988264
LASST180000000000005,1997,M01,2990541
LASST180000000000005,1997,M02,2994237
LASST180000000000005,1997,M03,2999928
LASST180000000000005,1997,M04,3006882
LASST180000000000005,1997,M05,3013146
LASST180000000000005,1997,M06,3017384
LASST180000000000005,1997,M07,3019377
LASST180000000000005,1997,M08,3019627
LASST180000000000005,1997,M09,3019056
LASST180000000000005,1997,M10,3018431
LASST180000000000005,1997,M11,3018223
LASST180000000000005,1997,M12,3018830
LASST180000000000005,1998,M01,3020179
LASST180000000000005,1998,M02,3021739
LASST180000000000005,1998,M03,3022678
LASST180000000000005,1998,M04,3023038
LASST180000000000005,1998,M05,3023106
LASST180000000000005,1998,M06,3023188
LASST180000000000005,1998,M07,3023847
LASST180000000000005,1998,M08,3025991
LASST180000000000005,1998,M09,3029628
LASST180000000000005,1998,M10,3034087
LASST180000000000005,1998,M11,3037934
LASST180000000000005,1998,M12,3039796
LASST180000000000005,1999,M01,3039479
LASST180000000000005,1999,M02,3037444
LASST180000000000005,1999,M03,3034569
LASST180000000000005,1999,M04,3031270
LASST180000000000005,1999,M05,3028010
LASST180000000000005,1999,M06,3025381
LASST180000000000005,1999,M07,3023553
LASST180000000000005,1999,M08,3022864
LASST180000000000005,1999,M09,3023839
LASST180000000000005,1999,M10,3026417
LASST180000000000005,1999,M11,3030230
LASST180000000000005,1999,M12,3034405
LASST180000000000005,2000,M01,3037480
LASST180000000000005,2000,M02,3038427
LASST180000000000005,2000,M03,3037353
LASST180000000000005,2000,M04,3035415
LASST180000000000005,2000,M05,3033567
LASST180000000000005,2000,M06,3031652
LASST180000000000005,2000,M07,3029948
LASST180000000000005,2000,M08,3028754
LASST180000000000005,2000,M09,3027961
LASST180000000000005,2000,M10,3027874
LASST180000000000005,2000,M11,3028540
LASST180000000000005,2000,M12,3029575
LASST180000000000005,2001,M01,3030326
LASST180000000000005,2001,M02,3030133
LASST180000000000005,2001,M03,3028268
LASST180000000000005,2001,M04,3024484
LASST180000000000005,2001,M05,3019626
LASST180000000000005,2001,M06,3014953
LASST180000000000005,2001,M07,3011045
LASST180000000000005,2001,M08,3007287
LASST180000000000005,2001,M09,3003728
LASST180000000000005,2001,M10,3000428
LASST180000000000005,2001,M11,2997021
LASST180000000000005,2001,M12,2994058
LASST180000000000005,2002,M01,2992380
LASST180000000000005,2002,M02,2992248
LASST180000000000005,2002,M03,2993479
LASST180000000000005,2002,M04,2996323
LASST180000000000005,2002,M05,3000524
LASST180000000000005,2002,M06,3005166
LASST180000000000005,2002,M07,3008937
LASST180000000000005,2002,M08,3011426
LASST180000000000005,2002,M09,3012627
LASST180000000000005,2002,M10,3012780
LASST180000000000005,2002,M11,3012907
LASST180000000000005,2002,M12,3013384
LASST180000000000005,2003,M01,3014630
LASST180000000000005,2003,M02,3016804
LASST180000000000005,2003,M03,3019488
LASST180000000000005,2003,M04,3021280
LASST180000000000005,2003,M05,3021222
LASST180000000000005,2003,M06,3020096
LASST180000000000005,2003,M07,3018823
LASST180000000000005,2003,M08,3017718
LASST180000000000005,2003,M09,3016610
LASST180000000000005,2003,M10,3015189
LASST180000000000005,2003,M11,3013502
LASST180000000000005,2003,M12,3011382
LASST180000000000005,2004,M01,3008481
LASST180000000000005,2004,M02,3005413
LASST180000000000005,2004,M03,3003178
LASST180000000000005,2004,M04,3002087
LASST180000000000005,2004,M05,3002009
LASST180000000000005,2004,M06,3002116
LASST180000000000005,2004,M07,3001973
LASST180000000000005,2004,M08,3001339
LASST180000000000005,2004,M09,3000242
LASST180000000000005,2004,M10,2999025
LASST180000000000005,2004,M11,2998369
LASST180000000000005,2004,M12,2999699
LASST180000000000005,2005,M01,3003599
LASST180000000000005,2005,M02,3009285
LASST180000000000005,2005,M03,3015980
LASST180000000000005,2005,M04,3023469
LASST180000000000005,2005,M05,3031359
LASST180000000000005,2005,M06,3038841
LASST180000000000005,2005,M07,3044895
LASST180000000000005,2005,M08,3049589
LASST180000000000005,2005,M09,3053979
LASST180000000000005,2005,M10,3059014
LASST180000000000005,2005,M11,3064601
LASST180000000000005,2005,M12,3069947
LASST180000000000005,2006,M01,3074948
LASST180000000000005,2006,M02,3079354
LASST180000000000005,2006,M03,3082397
LASST180000000000005,2006,M04,3083473
LASST180000000000005,2006,M05,3082956
LASST180000000000005,2006,M06,3081851
LASST180000000000005,2006,M07,3081798
LASST180000000000005,2006,M08,3083482
